SplitID,Threads,VDD,TechType,Channel_UCS,SelectiveGate,Type,Xucs_Crystal,Zucs_Crystal,Sl_GPa,Sw_GPa,Sh_GPa,GeMoleCh,GeMoleSD,Nstop,Nsde,Nch,Tiox,Thfo2,Tspacer,W,H,Lg,Temperature,SiOCN_perm,iOxide_perm,HfO2_perm,WF_init,deltaVGATE,semi_name,vert_semi,horiz_semi,ox,WF,dg_coeff,peak_posX,peak_posY,TargetPoints,Parent_Path,rect_mesh_node,DG_target_node,DG_error,Ninv_error,vert_semi_opt,horiz_semi_opt,ox_opt,WF_opt,dosFin,dosStop,mnFin,mnStop,alpha1_Fin,alpha2_Fin,alpha3_Fin,alpha1_Stop,alpha2_Stop,alpha3_Stop,TotalMCsimTime,IDLIN_MC_uA,IDSAT_MC_uA,IOFF_MC_nA,VTL_MC_mV,VTS_MC_mV,SSlin_MC_mVdec,SSsat_MC_mVdec,genopt_RMSDCost,NinvOn_error
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.13493267398850298,0.18488834674732821,0.19918071278432636,4.7813036693417637,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.141803834481,0.0147516565309,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.10081155401024351,
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.25281125545648636,0.67014496102706878,0.29804318099957727,4.7546518346708817,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.257907935668,0.0959679656171,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.19458462645493624,
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.25281125545648636,0.67014496102706878,0.29804318099957727,4.755651834670882,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.260897262394,0.0851617059546,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.1940617140058562,
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.25281125545648636,0.67014496102706878,0.29873024148927585,4.7546518346708817,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.258057363902,0.0959562040865,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.19468075940721427,
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.25281125545648636,0.67168980470894102,0.29804318099957727,4.7546518346708817,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.25825755921,0.0957916095266,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.19477294389211666,
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.25339404558908629,0.67014496102706878,0.29804318099957727,4.7546518346708817,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.258554065591,0.0959562040865,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.1950099970980016,
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.14759544899856658,0.22313035510165199,0.21125212531292287,4.7774126314930765,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.136253982021,0.0105651263156,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.096635318364052522,
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.14759544899856658,0.22313035510165199,0.21125212531292287,4.7784126314930768,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.138658158803,0.0213674846956,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.099203463661443461,
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.14759544899856658,0.22313035510165199,0.21173911175623145,4.7774126314930765,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.136308519313,0.0106083296658,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.096676132255073141,
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.14759544899856658,0.2236447236925676,0.21125212531292287,4.7774126314930765,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.136215275759,0.010975211512,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.09663088693019832,
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.14793569164772277,0.22313035510165199,0.21125212531292287,4.7774126314930765,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.136414763696,0.0105795283871,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.096749455231357695,
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.34163445940727372,2.6375211076886629,0.33970324884115022,4.7281023478453745,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.563279024621,0.313438051875,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.45581063608760836,
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.34163445940727372,2.6375211076886629,0.33970324884115022,4.7291023478453749,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.567313465048,0.302635679352,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.45466081975557054,
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.34163445940727372,2.6375211076886629,0.34048634570556507,4.7281023478453745,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.56335646008,0.313434849939,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.4558573824509986,
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.34163445940727372,2.643601221777371,0.33970324884115022,4.7281023478453745,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.563822624509,0.313367620204,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.45612236148896229,
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.34242200817182206,2.6375211076886629,0.33970324884115022,4.7281023478453745,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.564492219084,0.313428446211,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.45655714664246605,
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.15580320240255888,0.26165304120072991,0.21782307787953528,4.774232944514285,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.133004862712,0.00388877146049,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.094088830496796713,
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.15580320240255888,0.26165304120072991,0.21782307787953528,4.7752329445142854,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.135197565546,0.0146951390452,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.096162177702885668,
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.15580320240255888,0.26165304120072991,0.21832521193290849,4.774232944514285,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.133075378297,0.0039258988962,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.09413944176335666,
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.15580320240255888,0.26225621375450409,0.21782307787953528,4.774232944514285,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.133012139355,0.00425234690774,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.094101837575091246,
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.15616236587739596,0.26165304120072991,0.21782307787953528,4.774232944514285,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.133204087827,0.0039036231961,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.094229950885799191,
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.13999289083800578,0.31471617812660196,0.19734738018741207,4.772200938405402,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.120473544472,0.00735129573995,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.085346108483934896,
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.13999289083800578,0.31471617812660196,0.19734738018741207,4.7732009384054024,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.122794670405,0.018150838756,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.087772387535656374,
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.13999289083800578,0.31471617812660196,0.19780231288279385,4.772200938405402,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.120496078772,0.00737322057788,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.085362958539164105,
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.13999289083800578,0.31544167384415045,0.19734738018741207,4.772200938405402,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.120504384471,0.00767263836796,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.085382012321858741,
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.14031560778060082,0.31471617812660196,0.19734738018741207,4.772200938405402,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.120612719066,0.00736591254395,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.085444966698158875,
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.12030495704534404,0.48157192269811383,0.17089683104047884,4.7649437827928462,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.106501114624,0.022214455073,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.076928438923277012,
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.12030495704534404,0.48157192269811383,0.17089683104047884,4.7659437827928466,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.108547184199,0.0114081487998,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.077177189170667571,
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.12030495704534404,0.48157192269811383,0.17129078892278574,4.7649437827928462,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.106473794925,0.0221977063456,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.076907110115828847,
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.12030495704534404,0.48268206063156488,0.17089683104047884,4.7649437827928462,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.106513735232,0.0219800903749,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.07690351151267856,
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.12058228861328504,0.48157192269811383,0.17089683104047884,4.7649437827928462,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.106481516649,0.0221977063456,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.076912455281562681,
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.12147887702405358,0.55919301963903134,0.17048692183155417,4.7624553719780334,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.101809974866,0.0345331600847,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.076019109859465833,
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.12147887702405358,0.55919301963903134,0.17048692183155417,4.7634553719780337,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.104010225173,0.0237271553096,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.075435750276722391,
Temperature,4,0.65,BulkFinFET,z,0,pMOS,0:0:1,1:1:0,-0.9,0,0,0.30,0.30,3e18,3.0e20,0,0.9,1.5,7.5,5.0,50.0,18.0,-40,4.5,5.8,20.0,4.778,-0.05,SiliconGermanium,0.12147887702405358,0.55919301963903134,0.17087993477554417,4.7624553719780334,0.5,-0.0228000003844,-0.00124999997206,0.0 0.00124999997206 0.00217879631226,/nfs/pdx/disks/icf_sandp_gwa001/changyok/swb/SNPS_DTCO/TRD2/20201220/BIC2022/1-AdvancedTransport/1.07-BIC2022_FinFET_ALDHKMG_TCAD_SRAM_Nominal_Temperature,44,74,0.101790700617,0.0345154337778,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.076002177274632807,
